image,yes
image,yes
image,yes
image,yes
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,yes
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
text,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
feature,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
text,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
converstational,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,no
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
image,yes
